RowNames,20210812UT,20210817UT,20210830UT,20210905UT,20210906UT,Mean Ratio,StdP Ratio,Conf 95%
0_Jupiter,0.46558359938988614,0.4239740083017065,0.5718759458369225,0.536781668829845,0.35308865310268006,0.47026077509220804,0.07828706042907596,0.03501103777560954
1_Io,0.0,4.392809835266328,3.797461278780345,5.255817875565413,3.120660578363679,4.141687391993941,0.785069517162079,0.35109376148746924
2_Europa,0.0,4.354853791764093,5.445264074950001,5.499859654582054,4.1221960593072255,4.855543395150843,0.622776508122842,0.27851412139052495
3_Ganymede,0.0,4.049584267032452,5.383745144753339,5.275742784410548,0.0,4.90302406539878,0.6050816719179721,0.27060075006956225
4_Callisto,4.1416763735761934,3.911285453946147,5.701351511765853,0.0,3.3812586439673677,4.28389299581389,0.8635680872802608,0.3861993892716269
Moons Avg.,4.1416763735761934,4.177133337002254,5.081955502562384,5.343806771519339,3.5413717605460904,4.4571887490412525,0.6622876812063732,0.296184055167632
Moons StdP,0.0,0.20312851481253383,0.751107005367857,0.11064546151939834,0.4242605233207689,0.0,0.0,0.0
95% Conf,0.0,0.10156425740626691,0.3755535026839285,0.06388118699283502,0.24494692734577744,0.0,0.0,0.0
Observed Transmission,0.11241428769285296,0.10149879692515971,0.11253068736012654,0.10044930361080935,0.09970392180690815,0.0,0.0,0.0
NH3 Abs,0.887585712307147,0.8985012030748403,0.8874693126398735,0.8995506963891906,0.9002960781930919,0.0,0.0,0.0
Trans Conf,0.0,0.02431434412365566,0.07389940791385714,0.011954247173251076,0.06916724475941659,0.0,0.0,0.0
